gtin,title_kk,brand,ingredients,company_id,certificate_status,notes,off_query
8414100333344,Ginger ale,Schweppes,"Agua, azúcar, anhídrido carbónico, aroma natural de jengibre con otros aromas naturales, acidulante: ácido cítrico, extracto de malta de CEBADA, edulcorante: glúcosidos de esteviol. 
Sin gluten.",,reference,open_food_facts,
8414100388636,Tónica pink zero,Schweppes,"Agua, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, edulcorantes (acesulfamo K, sucralosa), colorante (antocianinas, concentrado de zanahoria y cártamo), aroma quinina.",,reference,open_food_facts,
5449000303615,швепс розовый,Schweppes,,,reference,open_food_facts,
8014396002603,tonic water,Schweppes,,,reference,open_food_facts,
5449000247939,Schweppes tonic water,Schweppes,"Νερό, Ζάχαρη, Διοξείδιο Άνθρακα",,reference,open_food_facts,
3124480198068,Vir'gin tonic,Schweppes,,,reference,open_food_facts,
5449000312109,Schweppe INDIAN TONIC,Schweppes,,,reference,open_food_facts,
5449000044846,Битер лимон,Schweppes,"Вода, фруктозо-глюкозен сиром лимонов сок от концентрат (1,5%), въглероден диоксид киселина: лимонена киселина, ароматизанти (включително хинин), консервант: калиев сорбат, стабилизатори: Е1450 и Е445, антиоксидант: аскорбинова киселина, оц",,reference,open_food_facts,
3124480181183,Blle Pet 50CL Schweppes Pomme,Schweppes,"eau gazéifiée, sucre, acidifiants : acide malique et acide citrique, arômes naturels, conservateur : Sorbate de potassium, colorant : E150 d' édulcorants : acésulfame K et sucralose.",,reference,open_food_facts,
3124480151492,Indian Tonic,Schweppes,,,reference,open_food_facts,
5449000271176,Pink Grapefruit,Schweppes,"Water So juices from concentrate (Orange 2,5%, Pink grapefruit 0,1%), Cartie Acids (Citric acid, Malic Acid), Natural flavourings, Preservative Pre sorbate), Antioxidant (Ascorbic acid), Stabilizers (Acacia gum, 64451, 5 Steviol glycosides ",,reference,open_food_facts,
5449000060303,Ginger ale,Schweppes,"Sparkling Water, Sugar, Preservative: Citric Acid, Natural Ginger & Citrus Flavors, Acidity Regulator: Sodium Citrate, Preservative: Sodium Benzoate, Caramel Color.",,reference,open_food_facts,
8014396003505,Gusto lime & mint pet,Schweppes,,,reference,open_food_facts,
5000112664636,Schweppes,Schweppes,,,reference,open_food_facts,
8414100380926,Pomelo,Schweppes,,,reference,open_food_facts,
3124480184807,Schweppes Ginger Ale,Schweppes,"Eau gazéifiée, sucre, acidifiant, extrait de gingembre, arôme naturel de gingembre avec autres arômes naturels, correcteur d'acidité, conservateur, édulcorant.",,reference,open_food_facts,
4000140700174,American Ginger Ale,Schweppes,"Wasser, Zucker, Kohlensäure, Säuerungsmittel Citronensäure, natürliches Ingwer-Aroma mit anderen natürlichen Aromen, Farbstoff E150d.",,reference,open_food_facts,
8414100333247,Tónica Zero,Schweppes,"Agua, anhídrido carbónico, acidulante (ácido cítrico), aromas naturales, edulcorantes (ciclamato sódico, acesulfame K, sacarina sódica), aroma quinina.",,reference,open_food_facts,
4000140700110,Bitter Lemon,Schweppes,"Wasser, Zucker, Limonensaft und - extrakt aus Konzentrat 3%, Kohlensäure, Säuerungsmittel Citronensäure, Limonenkonzentrat, Antioxidationsmittel Ascorbinsäure, natürliches Aroma, Aroma Chinin",,reference,open_food_facts,
4000140711949,Ginger Ale Zero,Schweppes,"Wasser, Kohlensäure, Säuerungsmittel Citronensäure, Süßungsmittel (Natriumcyclamat, Sucralose, Acesulfam-K, Natriumsaccharin), natürliches Ingwer-Aroma mit anderen natürlichen Aromen, Farbstoff E 150d.",,reference,open_food_facts,
3289094080506,Coco,Schweppes,"eau gazeifiee, sucre, arômes, acidifiant : acide citrique, conservateur : sorbate de potassium, amidon modifié, stabilisants (E445, E444), édulcorants : acesulfame K et sucralose, antioxydant : acide ascorbique.",,reference,open_food_facts,
8435185943992,Schweppes Citrus Mix,Schweppes,"Eau gazéifiée, sucre, extraits naturels d'orange, acidifiant (acide citrique), conservateur (E202), édulcorants (acésulfame K, sucralose), amidon modifié, antioxydant (acide ascorbique), arômes naturels d'agrumes, autres arômes naturels, st",,reference,open_food_facts,
8435185943983,Schweppes 330ML Lemon Soft Drink,Schweppes,"Water, sugar, lemon juice from concentrate (1%) carbon dioxyde, acide, citrique acide. Naturel lemon flavouring with other natural flavourings, preservative : potassium sorbate E445 / E444",,reference,open_food_facts,
5449000289193,POMEGRANATE,Schweppes,,,reference,open_food_facts,
5449000005485,bonaqua qazsız,bonaqua,,,reference,open_food_facts,
5449000129563,Pump Still,Bonaqua,Eau préparée.,,reference,open_food_facts,
5449000130967,Telemark uten kullsyre,Bonaqua,NATURLIG MINERALVANN,,reference,open_food_facts,
5449000083599,bonaqua,bonaqua,,,reference,open_food_facts,
5449000265607,LOW KILOJOULE still LEMON FLAVOURED DRINK,bonaqua,,,reference,open_food_facts,
7790895003873,Bonaqua,bonaqua,,,reference,open_food_facts,
5449000095008,Bonaqua Paron,bonaqua,,,reference,open_food_facts,
0466506035634,Pump Peach flavoured water,Bonaqua,,,reference,open_food_facts,
6415600567154,Juicy villipäärynä,Bonaqua,,,reference,open_food_facts,
6415600581710,mansikka & kiivi,Bonaqua,,,reference,open_food_facts,
6415600584841,Juicy Mango & Acai Kupliva,Bonaqua,,,reference,open_food_facts,
4780069000086,bonaqua,bonaqua,,,reference,open_food_facts,
4860019002093,Borjomi,Borjomi,,,reference,open_food_facts,
4860019003366,Тархун,Borjomi,"ПРИРОДНАЯ ПИТЬЕВАЯ ВОДА ИЗ РОДНИКОВ БРИЖСКОГО УЩЕЛЬЯ, ВОДА МИНЕРАЛЬНАЯ ПРИРОДНАЯ ЛЕЧЕБНО-СТОЛОВАЯ ПИТЬЕВАЯ «БОРЖОМИ», САХАР, КОНЦЕНТРИРОВАНЫ ЯБЛОЧНЫЙ СОК (7,8%), ЯБЛОЧНЫЙ СОК (1,39%), КОНЦЕНТРИРОВАННЫЙ ЛИМОННЫЙ СОК (0,88%*), РЕГУЛЯТОРЫ КИСЛ",,reference,open_food_facts,
4860019003065,limonati borjomi nok,borjomi,,,reference,open_food_facts,
4860019001818,Вода минеральная природная лечебно-столовая питьевая газированная,Borjomi,,,reference,open_food_facts,
4860019001331,Вода минеральная природная лечебно-столовая питьевая газированная,Borjomi,,,reference,open_food_facts,
4860019002321,Боржоми flavored water с экстрактами цитруса и имбиря,Borjomi,"вода минеральная природная лечебно-столовая питьевая «Боржоми», природная питьевая вода из родников Боржомского ущелья, экстракты и натуральный ароматизатор.",,reference,open_food_facts,
4860019003533,Adagia tangerines,Borjomi,,,reference,open_food_facts,
4860019003551,Pear Lemonades,Borjomi,,,reference,open_food_facts,
4860019002400,Borjomi flavored water с ароматами вишни и граната,Borjomi,"вода минеральная лечебно-столовая питьевая «Боржоми», природная питьевая вода из родников Боржомского ущелья, натуральные ароматизаторы",,reference,open_food_facts,
4860019003579,Citrus Limonati,Borjomi,,,reference,open_food_facts,
6408432202403,PROfeel Protein Pudding,Valio,"semi-skimmed milk, milk protein, fat-reduced cocoa powder (2,4 %), chocolate (0,3%), modified starch, thickener (carrageenan), sweeteners (acesulfame k, sucralose), flavourings, salt, lactase enzyme,",,reference,open_food_facts,
6408430102066,Oddlygood Barista Kaurajuoma,Valio,"Kaurapohja (vesi, _kaurajauho_, kalsium, suola), vesi, rypsiöljy, happamuudensäätöaine (kaliumfosfaatit), jodi, vitamiinit (riboflaviini (B2), B12 ja D2), Sisältää 10 % kauraa, Kasviperäinen, Sopii vegaaneille, Gluteeniton,",,reference,open_food_facts,
6408432203396,PROfeel PROTEIN MOUSSE CHOCOLATE,Valio,"Semi-skimmed milk, milk protein, fat-reduced cocoa powder (2,7%), chocolate (0,8%), starch, thickeners (guar gum, carrageenan), gelatine, sweeteners (acesulfame K, sucralose), flavourings, salt, lactase enzyme.",,reference,open_food_facts,
6408432202412,PROfeel PROTEIN PUDDING CARAMEL FLAVOUR,Valio,"Semi-skimmed milk, milk protein, modified starch, thickener (carrageenan), sweeteners (acesulfame K, sucralose), flavourings, salt, caramel syrup, lactase enzyme.",,reference,open_food_facts,
6408432201802,Profeel protein milkshake chocolate,Valio,"semi-skimmed milk, milk protein, fat-reduced cocoa powder (1.6%), stabiliser (carrageenan), sweeteners (acesulfame K, sucralose), flavourings, salt, lactase enzyme, vitamin D",,reference,open_food_facts,
6408432061143,Butter,Valio,"K МАСЛО «ВАЛІО» КИСЛОВЕРШКОВЕ МАСОВА ЧАСТКА ЖИРУ 7,, Склад: пастеризовані вершки, молочноКислі мікроорганізми, Харчовацниість жирів - 82 г, з них насичених жирних кислот - 46 г, вуглеводів &lt; 1г, білкіе &lt;1г, Енергетична цінність /калор",,reference,open_food_facts,
6408432061231,Smör normalsaltat,Valio,"Pastöriserad _grädde_, salt,",,reference,open_food_facts,
6408430039432,Oltermanni,Valio,"Milk, salt, fermentation starter",,reference,open_food_facts,
6408430039511,Oltermanni 17%,Valio,"Pastöroitu maito, suola ja hapate.",,reference,open_food_facts,
6408432001682,Smör Och Raps Gårdsgoda,Valio,"Smör (64%), rapsolja (23%), vatten, salt, vitamin D.",,reference,open_food_facts,
6408430043204,Hyvä Suomalainen Arkirae,Valio,"Pastöroitu _rasvaton maito_ ja _kerma_, hapate, suola ja säilöntäaine (kaliumsorbaatti).",,reference,open_food_facts,
6408432000489,PROfeel Protein Mousse Cappuccino Flavour,Valio,"Semi-skimmed milk, milk protein, coffee extract (0,3%), starch, thickeners (guar gum, carrageenan), gelatine, sweeteners (acesulfame K, sucralose), flavourings, salt, caramel syrup, lactase enzyme.",,reference,open_food_facts,
6408430042083,Pehmeä rasvaton maitorahka,Valio,"Pastöroitu rasvaton _maito_, hapate",,reference,open_food_facts,
6408432000753,PROfeel Protein Pudding Vanilla & Meringue flavour,Valio,"Semi-skimmed milk, milk protein, modified starch, thickener (carrageenan), ground vanilla bean, sweeteners (acesulfame K, sucralose), flavourings, salt, colour (carotenes), lactase enzyme.",,reference,open_food_facts,
6408430400056,PROfeel proteiinivanukas vanilja-marenki,Valio,"Maito, maitoproteiini, muunnettu tärkkelys, sakeuttamisaine (karrageeni), jauhettu vaniljatanko, makeutusaineet (asesulfaami K, sukraloosi), aromit, suola, väri (karotenoidit), laktaasientsyymi.",,reference,open_food_facts,
4740125120057,Alma piim,Valio,"alma piim im 25% 1,5L ЕТ • РІІМ 2,5% 1,5 L Kinnine pakend säilib &quot;kölblik kuni&quot; kuupäevani, märgitud pakendil. Toodet hoida temperatuuril +2...+6°C. 100 ml toitumisalane teave: energiasisaldus 229 kJ / 55 kcal, rasvad 2,5 g, mille",,reference,open_food_facts,
6408430030307,Oivariini normaalisuolainen,Valio,"_voi_, rypsiöljy, vesi, suola, D-vitamiini",,reference,open_food_facts,
6408430407679,PROfeel proteiinivanukas proteinpudding suklaa choklad,Valio,"PASTORISERAD PROTEINPUDDING MED SMAK AV CHOKLAD, LAKTOS FRI, INNEHÅLLER SOTNINGSMEDEL Ingredienser: mjölk, mjölkprotein, fettreducerad kakao** 2,4 %, choklad** 0,3%, modifierad stärkelse, förtjocknings - medel (karragenan), sötningsmedel (a",,reference,open_food_facts,
6408430030006,Voi Normaalisuolainen,Valio,"Pastöroitu kerma, suola",,reference,open_food_facts,
4016241030575,Skyr Natural Fat Free Icelandic Style Yogurt,Arla,Skyr Yogurt from Skimmed Milk,,reference,open_food_facts,
5711953103762,Frischkäse Buko Frischkäse,Arla,"Frischkäse (Sahne, Magermilch, Milchsäurekulturen), Speisesalz.",,reference,open_food_facts,
7310865099880,Protein Cottage Cheese,Arla,"Pasteurised semi-skimmed cow’s milk, milk protein, salt, modified starch, preservative (potassium ascorbic), lactic acid bacteria, rennet (microbial). Minimum fat in dry content 8.3%. Maximum moisture content 84%",,reference,open_food_facts,
4100290080381,Protein Chocolate Flavour Pudding,Arla,"milk, milk protein, erythritol (e968), fat-reduced cocoa powder, natural flavouring, enzyme lactase, carrageenan (e407), guar gum (e412), trisodium citrate, amino acid mix (l-leucine 72%, l-isoleucine 18%, l-valine 9,1%), vitamin d3, stevio",,reference,open_food_facts,
4016241040387,Skyr naturel,Arla,magere _yoghurt_.,,reference,open_food_facts,
4016241030928,Skyr vanille,Arla,"Magere yoghurt, water, suiker, maïszetmeel, citroensap uit concentraat, vanille-extract, gemalen vanillestokjes.",,reference,open_food_facts,
4016241030609,Skyr Natur,Arla,Milch,,reference,open_food_facts,
4016241040554,Skyr 0% Fat Naturel,Arla,magere _yoghurt_,,reference,open_food_facts,
4016241050199,SKYR NATURAL EXTRA CREAMY 5% FAT,Arla,"Skyr Yogurt (Milk), Cream (12%)",,reference,open_food_facts,
6413300018048,Strawberry Protein Yogurt with Sweetener,Arla,"Lactose Free Skyr (Yogurt (Milk)), Grape Juice Concentrate, Strawberries 2%, Waxy Maize Starch, Carrot Concentrate, Natural Flavouring, Gelling Agent (Pectin), Steviol Glycosides from Stevia, Lemon Juice Concentrate, Lactase Enzymes",,reference,open_food_facts,
4016241040509,Skyr Vanilla Fat Free Icelandic Style Yogurt,Arla,"skyr yogurt from skimmed milk (86%), water, sugar, maize starch, natural bourbon vanilla flavouring, lemon juice from concentrate, bourbon vanilla pods",,reference,open_food_facts,
5000181028131,LactoFree Semi Skimmed Milk Drink 1 Litre,Arla,"Semi Skimmed Milk, Lactase Enzyme. Allergy Advice: For allergens, see ingredients in bold. Arla LactoFREE is not suitable for milk allergy sufferers. If in doubt please consult a health professional. Suitable for vegetarians.",,reference,open_food_facts,
6413300018020,Blueberry Protein Yoghurt,Arla,"Lactose Free Skyr (Yogurt (Milk)), Grape Juice Concentrate, Blueberry Puree from Concentrate 1.8%, Waxy Maize Starch, Natural Flavouring, Black Carrot Concentrate, Hibiscus Concentrate, Steviol Glycosides from Stevia, Lactase Enzymes",,reference,open_food_facts,
4100290068617,Kaergarden,Arla,"Butter (63%), Wasser, Rapsöl (13%), Milchsäurekulturen (enthält Milch).",,reference,open_food_facts,
5711953158425,Natural cream cheese,Arla,,,reference,open_food_facts,
